 no_of_dependents, self_employed, income_annum, loan_amount, loan_term, cibil_score, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
1.4750671508897637,0.9927645216005844,-0.5911695616750823,-0.3133549303874507,-0.1577370835495098,0.0873727254017311,-0.7686435442414171,-0.4093632778266667,-0.4543942208274795,-0.7792972583472046
0.8853442002296773,0.9927645216005844,1.6536104702872545,1.898470793527939,1.24367729662293,-1.2350548039992384,2.12531541323469,0.5354126634945598,0.1302563128898062,1.2832073888221796
1.4750671508897637,0.9927645216005844,0.7628247433180733,0.6819666453744746,-1.5591514637219497,1.166195183597259,-0.7458564658360934,0.5793557305327565,0.6841357658851296,-0.7792972583472046
-0.294101701090495,-1.0072882121006403,-0.2348552708874097,-0.5898331458768745,1.24367729662293,0.649984437471442,-1.0876626419159483,-0.6949932135749445,0.4379671201094303,-0.7792972583472046
0.8853442002296773,0.9927645216005844,-1.410692430486729,-1.375031277866838,1.24367729662293,-1.7338651878960956,-0.7686435442414171,-1.2992103853501475,-1.0698158352667275,1.2832073888221796
-0.8838246517505812,-1.0072882121006403,0.014564732663961,0.0184189281998576,-1.2087978686788396,0.7021855241583224,0.2567749839981484,0.0190816257957499,0.2841117164996182,-0.7792972583472046
-0.8838246517505812,0.9927645216005844,-1.1612724269353585,-1.1870260913340298,-0.5080906785926198,0.5165816603827477,-0.563559838593504,-1.244281551552402,-1.0390447545447652,-0.7792972583472046
-0.8838246517505812,-1.0072882121006403,-1.1612724269353585,-0.9547843903229138,-0.8584442736357297,-0.347636330322272,-0.4040502897562382,-1.112452350437812,-1.1929001581545773,1.2832073888221796
0.2956212495695911,-1.0072882121006403,0.2283533071365645,0.4718432016025126,-1.5591514637219497,-1.5366610826345473,1.282193512237714,0.6013272640518548,0.6533646851631671,-0.7792972583472046
-0.8838246517505812,0.9927645216005844,1.0478761759482114,1.4229282628861302,1.5940308916660395,1.3343986851438736,1.7379350803441875,1.150615602029312,1.7303525104318511,-0.7792972583472046
-0.294101701090495,-1.0072882121006403,-1.3037981432504273,-1.352913020627684,0.1926165114936,-0.6376423674716074,-0.7686435442414171,-1.0575235166400665,-1.1313579967106524,1.2832073888221796
0.2956212495695911,0.9927645216005844,-0.698063848911384,-0.9769026475620676,1.24367729662293,1.7114065334380095,-0.3584761329455909,-0.508235178662609,-0.2389966557737426,-0.7792972583472046
-1.4735476024106673,-1.0072882121006403,0.727193314239306,0.0847736999173193,0.54297010653671,0.84718854273299,-0.2445407409189725,0.91991450007878,0.9303044116608288,-0.7792972583472046
-0.8838246517505812,0.9927645216005844,1.0478761759482114,1.433987391505707,1.24367729662293,0.7253860071302691,1.783509237154835,0.8649856662810342,0.7764490080510168,-0.7792972583472046
-0.294101701090495,0.9927645216005844,-1.6244810049593326,-1.4966816926821844,-1.2087978686788396,0.3657785210650932,-1.1104497203212722,-1.5189257205411306,-1.3159844810424268,-0.7792972583472046
0.8853442002296773,0.9927645216005844,-0.6624324198326168,-0.4018279593440664,1.5940308916660395,1.5316027904054217,0.0061171215395879,-0.3324629105098227,-0.269767736495705,-0.7792972583472046
0.8853442002296773,-1.0072882121006403,-1.3750610014079618,-1.308676506149376,-1.5591514637219497,-0.208433432490591,-1.0193014066999777,-1.1454096507164595,-1.1929001581545773,-0.7792972583472046
-0.8838246517505812,-1.0072882121006403,-1.0543781396990566,-0.9769026475620676,0.8933237015798199,1.6360049637791825,-0.631921073809475,-0.8158366479299851,-0.6390207051592539,-0.7792972583472046
-0.8838246517505812,-1.0072882121006403,-0.2348552708874097,-0.3354731876266046,-1.2087978686788396,1.647605205265156,0.3479232976194431,-0.0138756744828974,0.3148827972215807,-0.7792972583472046
0.8853442002296773,-1.0072882121006403,-1.3394295723291945,-1.2202034771927606,1.24367729662293,1.6592054467511292,-1.0193014066999777,-1.244281551552402,-1.3467555617643892,-0.7792972583472046
